,area_type,location,size,total_sqft,bath,balcony,price
5938,Super,Jayamahal Extension,4 BHK,2250.0,4.0,1.0,32960.0
5939,Plot,Bannerghatta Road,3 Bedroom,1500.0,4.0,2.0,19693.600000000002
5941,Super,JP Nagar,2 BHK,1197.0,2.0,1.0,3945.3120000000004
5942,Plot,2nd Stage Nagarbhavi,4 Bedroom,1200.0,4.0,1.0,18540.0
5943,Super,Sarjapur  Road,5 BHK,3930.0,7.0,2.0,27109.600000000002
5944,Super,Kanakpura Road,3 BHK,1450.0,3.0,3.0,5141.76
5945,Super,Whitefield,2 BHK,1187.0,2.0,1.0,3118.84
5946,Plot,Wilson Garden,6 Bedroom,4000.0,6.0,3.0,70040.0
5947,Super,Channasandra,2 BHK,1050.0,2.0,2.0,3378.4
5948,Super,Panathur,3 BHK,1370.0,2.0,2.0,4515.52
5949,Super,Yelahanka,2 BHK,1036.0,2.0,2.0,3244.088
5950,Super,JP Nagar,3 BHK,1275.0,3.0,2.0,3394.8800000000006
5951,Super,Old Madras Road,4 BHK,2010.0,3.0,2.0,9476.0
5953,Super,Thanisandra,2 BHK,1265.0,2.0,2.0,3839.8400000000006
5954,Super,Anandapura,3 BHK,1576.0,3.0,2.0,4779.200000000001
5955,Super,Dodda Nekkundi,2 BHK,1148.0,2.0,1.0,4614.400000000001
5956,Super,Green View Layout,2 BHK,1000.0,2.0,1.0,2966.4
5957,Super,Kudlu,3 BHK,1293.0,2.0,2.0,7004.000000000001
5958,Plot,TC Palaya,3 Bedroom,1200.0,2.0,0.0,5438.400000000001
5959,Super,Munnekollal,2 BHK,1210.0,2.0,3.0,6180.0
5960,Built-up,HSR Layout,2 BHK,1126.0,2.0,1.0,5685.6
5961,Built-up,Sarakki Nagar,3 BHK,1840.0,4.0,1.0,14420.000000000002
5962,Built-up,Vidyaranyapura,3 BHK,1440.0,2.0,0.0,5768.0
5963,Built-up,Ramamurthy Nagar,3 BHK,1300.0,2.0,2.0,4284.8
5964,Super,Thanisandra,2 BHK,1276.0,2.0,2.0,6180.0
5965,Plot,Gidada Konnenahalli,6 Bedroom,600.0,4.0,2.0,8652.0
5966,Super,Whitefield,2 BHK,1216.0,2.0,1.0,6839.200000000001
5967,Super,Marenahalli,1 BHK,840.0,1.0,0.0,6180.0
5968,Plot,Sector 1 HSR Layout,5 Bedroom,1240.0,5.0,3.0,24720.0
5969,Built-up,Sompura,2 BHK,1126.0,2.0,2.0,3213.6000000000004
5971,Super,Raja Rajeshwari Nagar,2 BHK,1162.0,2.0,0.0,5356.0
5972,Super,Whitefield,2 BHK,1301.0,2.0,2.0,5356.0
5973,Super,Devanahalli,1 BHK,658.0,1.0,1.0,2801.6000000000004
5974,Plot,Sahakara Nagar,3 Bedroom,1350.0,3.0,1.0,20600.0
5975,Super,Whitefield,3 BHK,2500.0,3.0,2.0,23072.0
5978,Super,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,2.0,3164.984
5979,Super,Shettigere,3 BHK,1760.0,2.0,1.0,9558.400000000001
5981,Super,Sarjapur,2 BHK,940.0,2.0,1.0,2091.312
5982,Super,Badavala Nagar,2 BHK,1145.0,2.0,2.0,4696.8
5984,Built-up,Rahat Bagh,4 Bedroom,3900.0,5.0,1.0,45320.0
5986,Built-up,Dasarahalli,2 BHK,1300.0,2.0,2.0,4120.0
5987,Super,Malleshwaram,3 BHK,2475.0,4.0,3.0,26862.4
5988,Super,6th Phase JP Nagar,3 BHK,2040.0,3.0,2.0,16480.0
5989,Built-up,Hosakerehalli,1 Bedroom,1200.0,1.0,0.0,12360.0
5990,Plot,Jigani,4 Bedroom,2420.0,4.0,1.0,15656.000000000002
5991,Built-up,Thubarahalli,2 BHK,1216.0,2.0,1.0,6592.0
5992,Super,Tumkur Road,3 BHK,1459.0,2.0,1.0,9064.0
5993,Super,Jakkur,3 BHK,1622.0,2.0,0.0,6592.0
5994,Super,Kanakpura Road,3 BHK,1843.0,3.0,2.0,7004.000000000001
5996,Plot,Chikkasandra,2 Bedroom,600.0,1.0,1.0,4284.8
5997,Super,Malleshpalya,3 BHK,1430.0,2.0,1.0,5726.8
5998,Plot,Kammanahalli,4 Bedroom,1800.0,2.0,0.0,23072.0
5999,Super,Begur Road,3 BHK,1565.0,2.0,2.0,4771.784
6000,Super, Devarabeesana Halli,3 BHK,1670.0,3.0,2.0,13184.0
6001,Super,Lakshminarayana Pura,3 BHK,1695.0,3.0,2.0,12360.0
6002,Super,Akshayanagara West,2 BHK,1410.0,2.0,2.0,6180.0
6003,Super,Kengeri Satellite Town,2 BHK,1060.0,2.0,3.0,3460.8
6004,Built-up,Sarjapur  Road,2 BHK,1120.0,2.0,2.0,4120.0
6005,Plot,Hosa Road,2 Bedroom,880.0,2.0,0.0,4120.0
6007,Super,Dodda Nekkundi,3 BHK,1435.0,3.0,3.0,4713.280000000001
6008,Super,Doddakallasandra,3 BHK,1425.0,2.0,2.0,4695.976000000001
6009,Super,Arekere,2 BHK,900.0,2.0,3.0,4120.0
6010,Built-up,Escorts Colony,5 BHK,2400.0,5.0,2.0,7663.200000000001
6011,Built-up,Thanisandra,1 BHK,693.0,1.0,1.0,2826.32
6012,Plot,Kengeri,3 Bedroom,600.0,3.0,1.0,7416.000000000001
6013,Super,Electronic City,4 BHK,2435.0,4.0,3.0,9805.6
6014,Super,Iblur Village,3 BHK,1920.0,3.0,2.0,12360.0
6015,Super,Electronic City,1 BHK,630.0,1.0,1.0,3872.8
6017,Plot,Hulimavu,5 Bedroom,1200.0,5.0,0.0,8322.400000000001
6018,Super,Nagavarapalya,1 BHK,705.0,1.0,1.0,4532.0
6019,Super,Srinivasa Nagar,3 BHK,1200.0,2.0,2.0,6229.44
6020,Super,Mahadevpura,2 BHK,1532.0,2.0,2.0,5108.8
6021,Super,Rajiv Nagar,2 BHK,1330.0,2.0,1.0,7663.200000000001
6022,Plot,3rd Block Hrbr Layout,4 Bedroom,1200.0,3.0,1.0,17304.0
6023,Built-up,Sarjapur  Road,3 BHK,1530.0,2.0,2.0,4944.0
6024,Super,Kasavanhalli,2 BHK,1105.0,2.0,2.0,3460.8
6025,Plot,1st Phase JP Nagar,2 Bedroom,1566.0,2.0,0.0,14832.000000000002
6026,Super,Harlur,3 BHK,1630.0,3.0,1.0,7836.24
6028,Built-up,Banashankari,6 BHK,1200.0,6.0,2.0,14832.000000000002
6029,Built-up,Brookefield,3 BHK,1595.0,2.0,3.0,6180.0
6030,Super,7th Phase JP Nagar,2 BHK,1000.0,2.0,2.0,4367.200000000001
6032,Plot,"asha township, off hennur road",5 Bedroom,2400.0,5.0,3.0,23484.0
6033,Super,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,2379.712
6034,Plot,1A Block Koramangala,4 Bedroom,2360.0,4.0,1.0,53560.00000000001
6035,Super,Uttarahalli,3 BHK,1737.0,2.0,3.0,7828.000000000001
6037,Super,Near International Airport,4 BHK,2100.0,4.0,2.0,12360.0
6038,Built-up,Hosakerehalli,8 Bedroom,3600.0,6.0,1.0,11948.0
6039,Built-up,Mysore Road,2 BHK,883.0,2.0,1.0,4120.0
6041,Super,BTM Layout,3 BHK,1776.0,2.0,3.0,6180.0
6042,Super,Anjanapura,3 BHK,1347.0,2.0,1.0,3108.128
6043,Super,Whitefield,3 BHK,1330.0,2.0,2.0,4532.0
6044,Plot,Sector 1 HSR Layout,2 Bedroom,600.0,2.0,1.0,9888.0
6045,Built-up,Rajaji Nagar,4 BHK,3730.0,4.0,3.0,30488.000000000004
6046,Super,Harlur,3 BHK,1459.0,3.0,2.0,11124.0
6047,Super,Thanisandra,4 BHK,2259.0,5.0,2.0,11124.0
6048,Built-up,JP Nagar,7 Bedroom,2700.0,4.0,1.0,13184.0
6049,Super,Gubbalala,2 BHK,1008.0,2.0,2.0,2657.4
6050,Super,NTI Layout,2 BHK,1200.0,2.0,2.0,4326.0
6051,Super,Vasanth nagar,4 BHK,2328.0,4.0,1.0,43507.200000000004
6052,Plot,BTM 1st Stage,7 Bedroom,600.0,7.0,3.0,9064.0
6053,Super,Electronic City,2 BHK,660.0,1.0,1.0,1277.2
6054,Super,Rajaji Nagar,3 BHK,1800.0,2.0,2.0,20600.0
6055,Super,Rajaji Nagar,4 BHK,3100.0,4.0,3.0,45320.0
6057,Super,Yelahanka,1 BHK,602.0,1.0,1.0,2142.4
6059,Super,JP Nagar,3 BHK,1500.0,2.0,3.0,6756.8
6060,Built-up,Glass Factory Layout,3 BHK,1539.0,3.0,2.0,4944.0
6061,Plot,Fraser town,6 Bedroom,806.0,3.0,1.0,10547.2
6062,Super,Judicial Layout,3 BHK,1100.0,2.0,1.0,4367.200000000001
6063,Super,Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,1.0,4037.6000000000004
6064,Super,Dasappa Layout,2 BHK,920.0,2.0,1.0,3790.4
6065,Super,Kathriguppe,3 BHK,1350.0,3.0,3.0,6451.92
6066,Super,Bannerghatta Road,2 BHK,1200.0,2.0,2.0,5356.0
6067,Super,Thanisandra,2 BHK,1265.0,2.0,1.0,6427.200000000001
6068,Plot,Chelekare,8 Bedroom,600.0,6.0,2.0,4944.0
6069,Super,Sarjapur  Road,3 BHK,1700.0,3.0,2.0,7704.400000000001
6070,Built-up,Ramamurthy Nagar,3 Bedroom,1600.0,3.0,0.0,6180.0
6071,Built-up,4th T block Jayanagar,4 Bedroom,1550.0,4.0,1.0,9888.0
6072,Built-up,R.T. Nagar,3 BHK,1560.0,3.0,3.0,10300.0
6073,Plot,Horamavu Agara,6 Bedroom,1000.0,5.0,3.0,8075.200000000001
6075,Plot,Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,1.0,13184.0
6076,Super,Sarjapur  Road,3 BHK,1403.0,3.0,1.0,4614.400000000001
6078,Super,Tumkur Road,3 BHK,1416.0,3.0,1.0,7745.6
6079,Super,Kanakpura Road,2 BHK,1628.0,2.0,2.0,5603.200000000001
6081,Super,7th Phase JP Nagar,3 BHK,1680.0,3.0,2.0,10300.0
6082,Super,Doddathoguru,3 BHK,1595.0,3.0,3.0,5108.8
6083,Super,Kanakpura Road,3 BHK,1507.0,2.0,3.0,7828.000000000001
6084,Super,Frazer Town,3 BHK,2560.0,3.0,2.0,23731.2
6085,Super,Hennur Road,3 BHK,1949.0,3.0,1.0,10959.2
6086,Plot,BTM 2nd Stage,2 Bedroom,800.0,2.0,1.0,14420.000000000002
6087,Built-up,Electronic City Phase II,2 BHK,1000.0,2.0,1.0,2379.712
6088,Super,Sonam Layout,2 BHK,905.0,2.0,1.0,4120.0
6089,Super,Hosakerehalli,3 BHK,2480.0,3.0,2.0,20188.0
6090,Super,CR Layout,3 BHK,1495.0,3.0,2.0,16480.0
6091,Super,Kaikondrahalli,3 BHK,1605.0,3.0,3.0,8652.0
6092,Built-up,Bommanahalli,2 BHK,1290.0,2.0,1.0,6015.200000000001
6093,Super,Yelahanka,2 BHK,1100.0,2.0,1.0,4944.0
6094,Super,Vishveshwarya Layout,6 BHK,2100.0,6.0,0.0,7580.8
6095,Super,Electronics City Phase 1,2 BHK,995.0,2.0,1.0,4103.52
6096,Plot,Banashankari Stage II,2 Bedroom,500.0,2.0,1.0,4532.0
6097,Super,Rajaji Nagar,4 BHK,3526.0,4.0,3.0,49275.200000000004
6098,Super,Gottigere,3 BHK,1425.0,2.0,2.0,3872.8
6099,Super,BTM 4th Stage,3 BHK,1455.0,2.0,2.0,4532.0
6100,Super,Jalahalli West,1 BHK,550.0,1.0,1.0,1895.2
6102,Plot,Vishveshwarya Layout,4 Bedroom,7000.0,4.0,2.0,17304.0
6103,Super,Srinivasa Nagar,5 BHK,4000.0,3.0,0.0,10712.0
6104,Super,Gollahalli,2 BHK,1060.0,2.0,1.0,4367.200000000001
6105,Super,AGS Layout,3 BHK,1080.0,2.0,2.0,6180.0
6106,Built-up,HBR Layout,3 BHK,1783.0,3.0,2.0,10300.0
6107,Super,Haralur Road,3 BHK,1520.0,2.0,2.0,7416.000000000001
6108,Super,Sarjapur  Road,2 BHK,1060.0,2.0,1.0,4532.0
6109,Super,Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,1.0,4478.4400000000005
6110,Super,Whitefield,2 BHK,1155.0,2.0,2.0,4532.0
6111,Built-up,Karuna Nagar,3 Bedroom,2500.0,3.0,2.0,14832.000000000002
6112,Super,Bannerghatta Road,2 BHK,1240.0,2.0,1.0,5356.0
6113,Super,Gollahalli,3 BHK,1570.0,3.0,2.0,6427.200000000001
6114,Super,NGR Layout,2 BHK,1019.0,2.0,1.0,3782.1600000000003
6115,Super,Whitefield,2 BHK,1355.0,3.0,3.0,6262.400000000001
6116,Super,Arekempanahalli,3 BHK,1537.0,3.0,2.0,9064.0
6117,Super,Whitefield,4 BHK,4075.0,5.0,3.0,18622.4
6118,Super,Raja Rajeshwari Nagar,3 BHK,1550.0,3.0,3.0,4321.88
6119,Built-up,Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,1.0,4120.0
6120,Super, Devarabeesana Halli,3 BHK,1750.0,3.0,2.0,12360.0
6121,Super,9th Phase JP Nagar,2 BHK,1466.0,2.0,2.0,5850.400000000001
6122,Super,Rachenahalli,3 BHK,1550.0,3.0,2.0,5974.0
6123,Super,Akshaya Nagar,3 BHK,2300.0,4.0,3.0,8404.800000000001
6124,Super,Kengeri,1 BHK,540.0,1.0,1.0,1854.0000000000002
6125,Plot,8th Phase JP Nagar,3 Bedroom,950.0,3.0,2.0,10712.0
6126,Built-up,Chamundi Nagar,7 Bedroom,2800.0,7.0,1.0,20600.0
6127,Super,Silk Board,2 BHK,1020.0,2.0,3.0,3955.2000000000003
6128,Super,Cunningham Road,3 BHK,2880.0,3.0,2.0,41282.4
6129,Super,Hebbal,3 BHK,1987.0,4.0,2.0,13596.000000000002
6130,Super,Hoodi,2 BHK,1305.0,2.0,1.0,6180.0
6131,Built-up,Sarjapur,4 Bedroom,2100.0,3.0,1.0,10300.0
6132,Built-up,Electronic City,2 BHK,1125.0,2.0,1.0,2678.0
6133,Super,Horamavu Banaswadi,2 BHK,1225.0,2.0,2.0,4078.8
6134,Super,Hennur,2 BHK,1255.0,2.0,1.0,4573.200000000001
6135,Super,MRCR Layout,2 BHK,1191.0,2.0,1.0,7416.000000000001
6136,Plot,Uttarahalli,6 Bedroom,3600.0,6.0,2.0,24967.2
6137,Built-up,Electronic City,2 BHK,1165.0,2.0,1.0,2771.936
6138,Super,Kacharakanahalli,2 BHK,865.0,2.0,1.0,2893.0640000000003
6139,Super,Nagarbhavi,3 BHK,1850.0,2.0,2.0,7251.200000000001
6140,Super,Marsur,2 BHK,497.0,1.0,1.0,1400.8000000000002
6141,Super,Hennur Road,2 BHK,1232.0,2.0,2.0,7333.6
6142,Super,Thanisandra,3 BHK,1732.0,3.0,3.0,7064.152000000001
6143,Super,Yelahanka,3 BHK,1614.0,2.0,1.0,8240.0
6144,Built-up,Magadi Road,2 BHK,600.0,1.0,1.0,1812.8000000000002
6145,Super,Thigalarapalya,3 BHK,2072.0,4.0,2.0,12772.0
6146,Super,Electronic City,2 BHK,919.0,2.0,2.0,2801.6000000000004
6147,Built-up,Shettihalli,4 Bedroom,2100.0,4.0,1.0,7416.000000000001
6148,Built-up,Shampura,4 BHK,672.0,3.0,1.0,4449.6
6149,Built-up,J C Nagar,8 BHK,800.0,6.0,3.0,9064.0
6150,Plot,Marsur,3 Bedroom,1200.0,3.0,1.0,12360.0
6151,Super,OLd Gurappanapalya,4 BHK,2849.0,5.0,2.0,20600.0
6152,Built-up,Doctors Layout,2 BHK,1000.0,2.0,2.0,3460.8
6153,Super,Whitefield,2 BHK,1216.0,2.0,1.0,6180.0
6154,Super,Lingadheeranahalli,4 BHK,2245.0,4.0,2.0,12689.6
6155,Super,Bannerghatta Road,3 BHK,1476.0,3.0,1.0,10300.0
6156,Super,Ambedkar Nagar,3 BHK,1852.0,3.0,2.0,10712.0
6157,Super,Udaya Nagar,2 BHK,1225.0,2.0,2.0,3872.8
6158,Super,Panathur,3 BHK,1597.0,3.0,1.0,5530.688000000001
6159,Super,Jakkur,3 BHK,2423.0,4.0,3.0,13184.0
6160,Super,Marathahalli,2 BHK,1152.0,2.0,1.0,7416.000000000001
6161,Super,Harlur,3 BHK,1762.0,3.0,2.0,10959.2
6162,Plot,Kammasandra,3 Bedroom,1400.0,3.0,2.0,7580.8
6164,Plot,New Thippasandra,6 Bedroom,2400.0,6.0,3.0,32960.0
6165,Super,Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,2.0,3310.0080000000003
6166,Super,Yelahanka,3 BHK,1890.0,3.0,2.0,8899.2
6167,Super,Varthur Road,3 BHK,1247.0,2.0,2.0,4779.200000000001
6168,Plot,1st Block Jayanagar,8 Bedroom,700.0,4.0,2.0,8569.6
6169,Plot,HRBR Layout,6 Bedroom,1000.0,6.0,3.0,22660.0
6170,Super,Bellandur,2 BHK,1201.0,2.0,2.0,4943.176
6171,Built-up,Gunjur Palya,2 BHK,830.0,2.0,2.0,3296.0
6172,Built-up,Electronic City Phase II,2 BHK,1165.0,2.0,1.0,2495.896
6173,Super,Bommanahalli,2 BHK,1100.0,1.0,2.0,4532.0
6174,Built-up,9th Phase JP Nagar,3 BHK,1890.0,2.0,2.0,7663.200000000001
6175,Super,Maithri Layout,3 BHK,1685.0,3.0,2.0,4944.0
6176,Super,Sarakki Nagar,4 BHK,3131.0,4.0,3.0,28757.600000000002
6177,Super,Battarahalli,2 BHK,1165.0,2.0,1.0,3543.2000000000003
6178,Super,Kachanayakanahalli,2 BHK,827.0,2.0,1.0,3708.0000000000005
6179,Plot,Gangondanahalli,3 Bedroom,396.0,2.0,0.0,3955.2000000000003
6180,Plot,Uttarahalli,4 Bedroom,1200.0,4.0,3.0,14749.6
6181,Built-up,Electronics City Phase 1,1 BHK,635.0,1.0,0.0,2142.4
6182,Built-up,Whitefield,4 Bedroom,4000.0,4.0,3.0,31312.000000000004
6183,Super,Vishwanatha Nagenahalli,2 BHK,1050.0,2.0,1.0,4120.0
6184,Built-up,D Group Employees Layout,5 Bedroom,600.0,4.0,3.0,6262.400000000001
6186,Plot,Kanakapura,3 Bedroom,1500.0,3.0,3.0,10300.0
6187,Super,Yelenahalli,3 BHK,1500.0,2.0,2.0,4696.8
6188,Super,Benson Town,3 BHK,2850.0,4.0,3.0,38728.0
6189,Super,Raja Rajeshwari Nagar,3 BHK,1751.0,3.0,3.0,5932.8
6190,Super,Vasanth nagar,4 BHK,4750.0,6.0,1.0,90804.8
6191,Super,Bommasandra,2 BHK,1020.0,2.0,1.0,3369.3360000000002
6192,Super,Thanisandra,2 BHK,1148.0,2.0,1.0,3584.4
6194,Plot,Basavangudi,6 Bedroom,1754.0,6.0,2.0,53560.00000000001
6195,Plot,2nd Block Hrbr Layout,3 Bedroom,4273.0,3.0,2.0,90640.0
6196,Super,B Narayanapura,2 BHK,1060.0,2.0,1.0,4059.8480000000004
6197,Built-up,Haralur Road,2 BHK,1300.0,2.0,2.0,4944.0
6198,Built-up,Hormavu,4 Bedroom,3000.0,4.0,0.0,8240.0
6199,Super,Bellandur,2 BHK,1325.0,2.0,2.0,5356.0
6200,Super,Sai Gardens,2 BHK,1261.0,2.0,2.0,5026.400000000001
6201,Super,Manayata Tech Park,2 BHK,1100.0,2.0,2.0,3790.4
6202,Built-up,Ramamurthy Nagar,2 BHK,700.0,2.0,1.0,2719.2000000000003
6203,Super,7th Phase JP Nagar,3 BHK,1675.0,2.0,2.0,11124.0
6204,Plot,Ullal Road,4 Bedroom,3400.0,4.0,2.0,15656.000000000002
6205,Super,Kodihalli,4 BHK,3260.0,5.0,3.0,31971.2
6206,Super,Doddakammanahalli,2 BHK,1180.0,2.0,2.0,4614.400000000001
6207,Built-up,Uttarahalli,2 BHK,1160.0,2.0,2.0,3708.0000000000005
6208,Super,Kasavanhalli,4 BHK,1863.0,3.0,2.0,8652.0
6209,Super,Sahakara Nagar,3 BHK,1914.0,3.0,2.0,12277.6
6210,Super,BTM Layout,3 BHK,1458.0,3.0,2.0,6509.6
6211,Plot,Thirumenahalli,5 Bedroom,1200.0,4.0,2.0,9476.0
6212,Built-up,Babusapalaya,2 BHK,1105.0,2.0,1.0,3296.0
6213,Super,Hulimavu,3 BHK,3035.0,5.0,3.0,18128.0
6214,Plot,Bannerghatta Road,6 Bedroom,1200.0,6.0,3.0,13184.0
6215,Super,Akshaya Nagar,3 BHK,1662.0,3.0,2.0,7416.000000000001
6216,Super,Yelahanka,3 BHK,1556.0,3.0,2.0,7086.400000000001
6217,Super,Jigani,2 BHK,918.0,2.0,2.0,4120.0
6218,Super,Sarjapur  Road,3 BHK,1455.0,2.0,1.0,8075.200000000001
6219,Super,Jakkasandra Extension,2 BHK,1205.0,2.0,1.0,5768.0
6220,Super,BEML Layout,2 BHK,1194.0,2.0,1.0,5356.0
6221,Plot,Laggere,2 Bedroom,1200.0,2.0,0.0,6180.0
6222,Built-up,Bannerghatta Road,3 BHK,1100.0,2.0,2.0,4284.8
6223,Super,Sarjapur  Road,3 BHK,1405.0,3.0,2.0,4026.888
6224,Super,Subramanyapura,2 BHK,929.0,2.0,1.0,4614.400000000001
6225,Built-up,Frazer Town,4 BHK,3436.0,5.0,2.0,28098.4
6227,Super,8th Phase JP Nagar,4 BHK,2100.0,4.0,3.0,7580.8
6228,Super,Channasandra,2 BHK,1065.0,2.0,1.0,3334.728
6230,Plot,Kengeri,6 Bedroom,1500.0,6.0,3.0,12360.0
6231,Plot,Hullahalli,5 Bedroom,1200.0,5.0,2.0,8157.6
6232,Super,Hormavu,2 BHK,1093.0,2.0,1.0,2701.072
6233,Built-up,Anandapura,2 BHK,1250.0,2.0,2.0,3708.0000000000005
6234,Super,Marathahalli,3 BHK,1680.0,3.0,3.0,8652.0
6235,Super,Nagarbhavi,2 BHK,1146.0,2.0,1.0,4120.0
6236,Super,Jagajyothi layout,2 BHK,1250.0,2.0,3.0,4779.200000000001
6237,Super,Ramagondanahalli,3 BHK,1451.0,3.0,1.0,4980.256
6238,Super,Nobo Nagar,3 BHK,1424.0,2.0,3.0,4532.0
6239,Super,Gottigere,3 BHK,1435.0,2.0,3.0,5108.8
6240,Super,Devanahalli,1 BHK,658.0,1.0,0.0,2217.384
6241,Super,Bommanahalli,3 BHK,1300.0,3.0,2.0,3708.0000000000005
6242,Super,Whitefield,2 BHK,1242.0,2.0,2.0,5356.0
6243,Super,Marathahalli,3 BHK,1910.0,3.0,3.0,9805.6
6244,Super,Yelahanka,3 BHK,1610.0,4.0,2.0,7004.000000000001
6245,Super,Hulimavu,2 BHK,1127.0,2.0,1.0,5356.0
6246,Super,Yelahanka,3 BHK,1075.0,2.0,1.0,3460.8
6247,Super,Mysore Road,2 BHK,1155.0,2.0,1.0,4202.400000000001
6248,Plot,Lakkasandra Extension,5 Bedroom,1280.0,3.0,1.0,20600.0
6249,Super,Krishna Reddy Layout,3 BHK,1250.0,3.0,1.0,4532.0
6250,Plot,Kuvempu Layout,3 Bedroom,2200.0,4.0,2.0,13184.0
6251,Built-up,Billekahalli,3 Bedroom,2400.0,3.0,1.0,12360.0
6252,Super,Chandapura,2 BHK,876.0,2.0,2.0,2430.8
6253,Super,Nagarbhavi,3 BHK,1850.0,2.0,2.0,7333.6
6254,Super,Kadugodi,2 BHK,1314.0,2.0,3.0,6839.200000000001
6255,Super,Rachenahalli,1 BHK,690.0,1.0,1.0,3279.52
6257,Built-up,Srirampura,2 BHK,1230.0,2.0,3.0,4532.0
6258,Super,Bommasandra,2 BHK,920.0,2.0,1.0,3065.2800000000007
6259,Built-up,Sarjapur  Road,3 BHK,1850.0,3.0,3.0,11536.0
6260,Super,Electronic City,2 BHK,1073.0,2.0,2.0,4944.0
6261,Super,Maithri Layout,3 BHK,1540.0,3.0,3.0,6262.400000000001
6262,Super,Kanakpura Road,3 BHK,1550.0,3.0,3.0,5232.400000000001
6263,Super,Kalyan nagar,2 BHK,1198.0,2.0,1.0,5356.0
6264,Super,HBR Layout,3 BHK,1656.0,3.0,2.0,7416.000000000001
6265,Super,Kaveri Nagar,3 BHK,1900.0,3.0,3.0,12772.0
6266,Built-up,Ramagondanahalli,3 BHK,1910.0,3.0,2.0,11700.800000000001
6267,Super,Mysore Road,2 BHK,1003.0,2.0,1.0,3543.2000000000003
6269,Super,Whitefield,3 BHK,1495.0,2.0,2.0,5520.8
6270,Super,Thanisandra,3 BHK,2172.0,3.0,2.0,6264.048
6271,Plot,Sarakki Nagar,4 Bedroom,2400.0,4.0,2.0,29499.2
6272,Plot,T G extension,2 Bedroom,1200.0,1.0,2.0,7828.000000000001
6273,Super,Whitefield,3 BHK,1548.0,3.0,1.0,5356.0
6274,Plot,2nd Block Koramangala,7 Bedroom,5400.0,5.0,2.0,80092.8
6276,Super,Hosur Road,3 BHK,1689.0,3.0,1.0,8487.2
6277,Super,Electronic City Phase II,2 BHK,1031.0,2.0,1.0,4367.200000000001
6278,Super,Bhoganhalli,4 BHK,2119.0,4.0,2.0,9146.400000000001
6279,Plot,Whitefield,2 Bedroom,1200.0,2.0,2.0,3801.1120000000005
6280,Super,JCR Layout,2 BHK,1060.0,2.0,2.0,3048.8
6281,Super,Devi Nagar,2 BHK,1100.0,2.0,1.0,5026.400000000001
6282,Plot,GKW Layout,4 Bedroom,1350.0,4.0,2.0,18540.0
6283,Plot,Gandhi Nagar,5 Bedroom,1050.0,4.0,1.0,6592.0
6284,Super,Hennur Road,3 BHK,1250.0,2.0,1.0,6417.312
6285,Super,8th Block Jayanagar,2 BHK,1100.0,2.0,2.0,9064.0
6286,Plot,Whitefield,2 Bedroom,1200.0,2.0,1.0,3801.1120000000005
6287,Super,Seegehalli,3 BHK,1420.0,2.0,2.0,3790.4
6288,Super,Electronic City,3 BHK,1500.0,2.0,1.0,6427.200000000001
6289,Built-up,OLd Gurappanapalya,3 BHK,1942.0,3.0,1.0,12772.0
6290,Super,Haralur Road,3 BHK,1985.0,3.0,2.0,10712.0
6291,Super,Sarjapur  Road,1 BHK,950.0,1.0,0.0,3287.76
6292,Plot,AMS Layout,3 Bedroom,1200.0,4.0,2.0,6592.0
6293,Super,Green Glen Layout,3 BHK,1752.0,3.0,2.0,8652.0
6294,Plot,Abbigere,4 Bedroom,1200.0,3.0,2.0,9888.0
6295,Plot,Mahalakshmi Layout,5 Bedroom,1200.0,5.0,1.0,16480.0
6296,Super,Old Madras Road,3 BHK,1480.0,2.0,2.0,6921.6
6297,Plot,Jnana Ganga Nagar,3 Bedroom,600.0,4.0,1.0,6674.400000000001
6298,Super,Sarjapur  Road,3 BHK,1826.0,3.0,2.0,10712.0
6299,Super,8th Phase JP Nagar,2 BHK,1035.0,2.0,1.0,3240.792
6300,Built-up,Sarjapur  Road,4 Bedroom,2600.0,4.0,2.0,8075.200000000001
6301,Built-up,Kasavanhalli,3 BHK,1667.0,3.0,2.0,7580.8
6302,Super,Thanisandra,2 BHK,934.0,2.0,2.0,4532.0
6304,Super,Mahadevpura,3 BHK,1620.0,2.0,1.0,6262.400000000001
6305,Super,Electronic City,2 BHK,1070.0,2.0,1.0,3872.8
6306,Built-up,Hosur Road,5 Bedroom,3600.0,5.0,3.0,14832.000000000002
6307,Super,Uttarahalli,3 BHK,1280.0,2.0,2.0,4944.0
6308,Super,rr nagar,2 BHK,1400.0,2.0,2.0,4944.0
6310,Built-up,"Varthur Road, ",2 BHK,1330.0,2.0,1.0,5273.6
6312,Super,Electronic City Phase II,3 BHK,1611.0,2.0,2.0,3982.3920000000003
6313,Super,Whitefield,3 BHK,1405.0,3.0,2.0,4779.200000000001
6314,Super,VGP Layout,3 BHK,1515.0,3.0,3.0,7416.000000000001
6315,Super,Thigalarapalya,3 BHK,1830.0,4.0,2.0,12360.0
